phrase,burst_score,prior_mean_per_year,recent_mean_per_year,count_total
offline,9.657056105839695,0.6666666666666666,21.0,71
personal,9.6559958183323,5.75,82.66666666666667,317
involvement,9.64928207469316,0.3333333333333333,16.0,52
rating,9.646567756940541,2.1666666666666665,46.333333333333336,165
autonomy,9.641546028061237,0.6666666666666666,22.333333333333332,75
trait,9.63980310757474,1.4166666666666667,37.0,128
question,9.624449015012491,18.75,270.3333333333333,1036
investment,9.622235322985158,0.4166666666666667,18.333333333333332,60
medium,9.619920917207978,10.0,139.0,537
improve satisfaction,9.597414705396664,0.08333333333333333,12.333333333333334,38
emotion detection,9.597414705396664,0.08333333333333333,12.333333333333334,38
harm,9.597414705396664,0.08333333333333333,12.333333333333334,38
improve accessibility,9.597414705396664,0.08333333333333333,12.333333333333334,38
goal,9.596803755701558,5.25,74.66666666666667,287
hotel,9.592234655559173,0.9166666666666666,27.333333333333332,93
color,9.59195579927473,0.16666666666666666,13.333333333333334,42
configuration,9.59195579927473,0.16666666666666666,13.333333333333334,42
coverage,9.591955799274729,0.16666666666666666,13.333333333333334,42
provider,9.58949094617334,1.0833333333333333,23.333333333333332,83
exhibit,9.566745969439117,1.25,30.0,105
strength,9.560950444478044,1.1666666666666667,27.666666666666668,97
usefulness,9.559133229100244,2.25,56.666666666666664,197
dimension,9.557011636867765,3.0,74.0,258
collect,9.55676654007119,5.666666666666667,90.0,338
runtime,9.552815746334778,0.16666666666666666,15.0,47
semi,9.551399345198643,2.0833333333333335,39.333333333333336,143
device,9.546459006858184,6.916666666666667,121.0,446
overcome,9.534137801677106,1.6666666666666667,33.333333333333336,120
increase,9.524275181671891,13.083333333333334,185.33333333333334,713
overlook,9.521694587714762,0.25,17.666666666666668,56
sequential,9.513084133547617,0.75,21.333333333333332,73
automation,9.501759761134664,5.75,134.0,471
establish,9.481253196034997,2.5833333333333335,50.666666666666664,183
robot,9.477411209627517,13.916666666666666,245.0,902
sense,9.473224045519332,1.5833333333333333,39.333333333333336,137
evaluation,9.462486638664487,27.333333333333332,441.6666666666667,1653
function,9.461986153517584,2.6666666666666665,59.333333333333336,210
improve customer,9.45794070771404,0.8333333333333334,23.0,79
template,9.455929617567142,0.25,15.333333333333334,49
fix,9.455929617567142,0.25,15.333333333333334,49
cutting,9.455929617567142,0.25,15.333333333333334,49
segment,9.455929617567142,0.25,15.333333333333334,49
gpu,9.455929617567142,0.25,15.333333333333334,49
extended,9.455929617567142,0.25,15.333333333333334,49
convolutional,9.450549653996907,0.6666666666666666,23.666666666666668,79
partial,9.436188530119395,0.5,23.0,75
manipulation,9.426106581586852,0.5833333333333334,19.0,64
delay,9.378221735089294,0.5,18.0,60
less,9.374304093639,1.75,35.666666666666664,128
associate,9.371256071883067,2.5,45.333333333333336,166
heterogeneous,9.37019705863504,0.3333333333333333,17.666666666666668,57
technical,9.365965043305241,7.333333333333333,120.66666666666667,450
personalise,9.36255948670284,0.25,13.666666666666666,44
preservation,9.349121475242457,0.16666666666666666,13.0,41
excel,9.338145729563209,0.16666666666666666,14.666666666666666,46
unit,9.338145729563209,0.16666666666666666,14.666666666666666,46
luxury,9.336260563753218,0.08333333333333333,12.0,37
attribution,9.336260563753218,0.08333333333333333,12.0,37
widespread adoption,9.336260563753218,0.08333333333333333,12.0,37
amazon,9.334113185591129,0.9166666666666666,21.333333333333332,75
travel planning,9.333333333333334,0.0,9.333333333333334,28
editing,9.333333333333334,0.0,9.333333333333334,28
perceive value,9.333333333333334,0.0,9.333333333333334,28
key feature,9.333333333333334,0.0,9.333333333333334,28
retrieval search,9.333333333333334,0.0,9.333333333333334,28
square,9.330992367934664,0.6666666666666666,28.0,92
healthcare,9.325188992568291,9.583333333333334,152.66666666666666,573
uncover,9.311173862951206,0.75,18.666666666666668,65
reliable,9.31093835847769,1.6666666666666667,36.0,128
stable,9.280890509118292,0.5,18.666666666666668,62
agile,9.254764518116101,1.1666666666666667,27.666666666666668,97
interpretability,9.246958797289416,0.25,15.0,48
manager,9.243770205005818,0.75,19.333333333333332,67
topic,9.239965510773994,8.833333333333334,127.0,487
avatar,9.23951433202468,3.6666666666666665,68.0,248
charge,9.238674326833875,0.3333333333333333,15.333333333333334,50
adapt,9.237729984601,3.5,65.33333333333333,238
relevant,9.234523798959524,5.583333333333333,105.33333333333333,383
term,9.233130572518355,9.0,128.0,492
central,9.225884918211992,0.6666666666666666,22.0,74
domain,9.218416210895048,13.75,205.33333333333334,781
verify,9.206651122491797,0.5,20.0,66
easily,9.196551595996873,1.3333333333333333,22.0,82
sampling,9.190000961353595,0.3333333333333333,17.333333333333332,56
external,9.174630634804931,0.9166666666666666,24.333333333333332,84
read,9.173491363121135,0.8333333333333334,22.333333333333332,77
direction,9.171271057660999,3.0833333333333335,58.333333333333336,212
stage,9.159798677392018,4.0,79.0,285
attitude,9.15909722438212,3.4166666666666665,62.666666666666664,229
attachment,9.157227809237643,0.25,17.0,54
benchmarke,9.157227809237643,0.25,17.0,54
principle,9.154486470982363,3.75,59.0,222
self,9.142589775982096,13.166666666666666,191.66666666666666,733
side,9.137942721314904,0.75,18.333333333333332,64
express,9.1369344308631,1.5,34.666666666666664,122
consume,9.136661673198958,0.8333333333333334,21.666666666666668,75
layout,9.135027517215725,0.6666666666666666,30.0,98
record,9.128076649527845,2.4166666666666665,48.333333333333336,174
holistic,9.110598940143644,0.5,18.333333333333332,61
car,9.106287151210186,0.16666666666666666,12.666666666666666,40
serious game,9.106287151210186,0.16666666666666666,12.666666666666666,40
student,9.1050460897534,25.333333333333332,410.3333333333333,1535
consideration,9.103700569828668,2.5,66.66666666666667,230
confidence,9.09981024599608,1.0,24.0,84
rate,9.09176842989774,4.833333333333333,84.33333333333333,311
face,9.075901451943789,5.25,90.0,333
span,9.07510642210977,0.08333333333333333,11.666666666666666,36
generalization,9.07510642210977,0.08333333333333333,11.666666666666666,36
intelligent tutoring,9.07510642210977,0.08333333333333333,11.666666666666666,36
code,9.069281126160089,4.583333333333333,130.0,445
reliance,9.067621421713923,0.75,21.0,72
knowledge graph,9.066541694390605,2.5,54.333333333333336,193
child,9.056700986711055,2.5833333333333335,39.666666666666664,150
stem,9.047658793171129,0.4166666666666667,16.333333333333332,54
history,9.038219853449776,2.0833333333333335,39.333333333333336,143
emotional state,9.037987977011689,0.25,14.666666666666666,47
linear,9.037987977011689,0.25,14.666666666666666,47
frustration,9.037987977011689,0.25,14.666666666666666,47
sport,9.033370452904233,0.3333333333333333,15.0,49
convenience,9.023176819984583,0.5833333333333334,19.666666666666668,66
filter,9.016787510934712,0.75,25.0,84
computing,9.011322572277464,6.75,106.33333333333333,400
curriculum,9.009804864072152,0.3333333333333333,17.0,55
business,9.009602608174362,11.5,168.66666666666666,644
false,9.0,0.0,9.0,27
educational education,9.0,0.0,9.0,27
sparse,9.0,0.0,9.0,27
hyper,9.0,0.0,9.0,27
xgboost,9.0,0.0,9.0,27
health management,9.0,0.0,9.0,27
placement,9.0,0.0,9.0,27
area improvement,9.0,0.0,9.0,27
recognize,8.999443508786914,0.8333333333333334,27.0,91
automatic,8.998740486891814,3.0,50.0,186
update,8.994534427852166,1.75,37.0,132
innovation,8.99381842354342,5.166666666666667,110.66666666666667,394
benefit,8.992858673533044,6.5,102.33333333333333,385
contextually,8.988844268051253,0.75,27.0,90
understand,8.982341774842341,13.666666666666666,216.66666666666666,814
ease,8.980542494071555,3.25,58.333333333333336,214
statistically,8.974994419999083,0.25,16.666666666666668,53
computational,8.966967548736992,5.5,128.33333333333334,451
format,8.966454429242262,1.4166666666666667,33.666666666666664,118
english,8.932327485447386,2.3333333333333335,54.0,190
accessible,8.931525545341488,2.8333333333333335,65.33333333333333,230
rank,8.928884337770839,1.3333333333333333,30.666666666666668,108
skill,8.916946776046046,7.25,99.66666666666667,386
past,8.89685196295344,0.75,20.0,69
sustainable development,8.891893819158744,0.5,19.333333333333332,64
least square,8.877006987593802,0.5,21.666666666666668,71
storage,8.876932131602993,0.5833333333333334,20.0,67
visualize,8.863452827177914,0.16666666666666666,12.333333333333334,39
defect,8.863452827177914,0.16666666666666666,12.333333333333334,39
social medium,8.84619389554556,6.583333333333333,86.33333333333333,338
pretraine,8.82960876679071,0.3333333333333333,16.666666666666668,54
education computing,8.828977657866417,0.4166666666666667,17.666666666666668,58
general,8.82595758530919,3.4166666666666665,54.333333333333336,204
start,8.824674484600088,2.25,37.333333333333336,139
instructional,8.813952280466324,0.08333333333333333,11.333333333333334,35
procedural,8.813952280466324,0.08333333333333333,11.333333333333334,35
play crucial,8.813952280466324,0.08333333333333333,11.333333333333334,35
clarify,8.813952280466324,0.08333333333333333,11.333333333333334,35
execute,8.813952280466324,0.08333333333333333,11.333333333333334,35
retrieve,8.802411404763944,1.25,27.333333333333332,97
find,8.796477295782646,8.916666666666666,127.66666666666667,490
draw,8.789869680588634,1.4166666666666667,30.333333333333332,108
helpful,8.788108376036101,0.8333333333333334,19.0,67
personnel,8.784779525060477,1.0833333333333333,29.333333333333332,101
relationship,8.781494046171385,6.416666666666667,105.0,392
dependency,8.76343914521811,0.5833333333333334,16.0,55
small,8.760986381199897,2.0,38.0,138
raise,8.755481507290176,1.0,29.333333333333332,100
criterion,8.737103888581972,2.0,37.666666666666664,137
systematic,8.72394796952143,6.833333333333333,98.0,376
realistic,8.720505858421674,1.3333333333333333,28.666666666666668,102
diagnosis,8.705893349468623,2.1666666666666665,37.666666666666664,139
symbol,8.694135679248506,0.16666666666666666,13.666666666666666,43
contextual understanding,8.694135679248506,0.16666666666666666,13.666666666666666,43
cost effectiveness,8.688518554287858,0.4166666666666667,14.666666666666666,49
execution,8.681975387817792,0.9166666666666666,31.0,104
group,8.675570404680538,10.5,168.66666666666666,632
relevant response,8.666666666666666,0.0,8.666666666666666,26
complaint,8.666666666666666,0.0,8.666666666666666,26
immersive reality,8.666666666666666,0.0,8.666666666666666,26
red,8.666666666666666,0.0,8.666666666666666,26
biometric,8.666666666666666,0.0,8.666666666666666,26
versatile,8.666666666666666,0.0,8.666666666666666,26
transform customer,8.666666666666666,0.0,8.666666666666666,26
autonomously,8.666666666666666,0.0,8.666666666666666,26
collective,8.666666666666666,0.0,8.666666666666666,26
root,8.666666666666666,0.0,8.666666666666666,26
policy,8.662234852854965,3.3333333333333335,54.333333333333336,203
metric,8.653732522582521,5.416666666666667,99.33333333333333,363
insufficient,8.65144617999596,0.4166666666666667,13.333333333333334,45
landscape,8.647479721133942,1.5833333333333333,48.0,163
journey,8.645538325377197,2.1666666666666665,39.666666666666664,145
reflection,8.638629853751738,1.9166666666666667,34.333333333333336,126
comfort,8.62276270504495,0.3333333333333333,14.333333333333334,47
parameter,8.622384757466087,1.0833333333333333,30.666666666666668,105
adult,8.621830224939773,8.333333333333334,129.33333333333334,488
conduct,8.621690871718902,14.083333333333334,207.33333333333334,791
asset,8.620618503145643,0.16666666666666666,12.0,38
forecasting,8.620046336456234,0.25,14.0,45
note,8.619837647802125,0.75,20.0,69
strategic,8.614862498280104,0.8333333333333334,28.333333333333332,95
interest,8.612447777620442,4.166666666666667,59.666666666666664,229
range,8.583005244258363,3.0,57.0,207
undergraduate,8.572144762277569,0.5833333333333334,19.333333333333332,65
immediate,8.5685424949238,0.6666666666666666,19.333333333333332,66
faculty,8.5685424949238,0.6666666666666666,19.333333333333332,66
learner,8.555036041268787,1.5833333333333333,47.666666666666664,162
item,8.553943454501875,3.1666666666666665,62.666666666666664,226
purchasing,8.552798138822878,0.08333333333333333,11.0,34
assembly,8.552798138822878,0.08333333333333333,11.0,34
physics,8.552798138822878,0.08333333333333333,11.0,34
brain,8.552798138822878,0.08333333333333333,11.0,34
student teach,8.552798138822878,0.08333333333333333,11.0,34
persona,8.548182455212217,3.0,84.33333333333333,289
dimensional,8.532268051261347,0.75,25.666666666666668,86
manage,8.520719162590332,3.0833333333333335,58.333333333333336,212
thought,8.509531402388495,1.1666666666666667,27.333333333333332,96
trend,8.507920074569586,3.6666666666666665,77.0,275
job,8.496534231390225,2.25,40.0,147
redefine,8.485278354187558,0.4166666666666667,14.333333333333334,48
diversity,8.480833350188618,1.0833333333333333,26.333333333333332,92
destination,8.479465662476938,0.16666666666666666,13.333333333333334,42
technological advancement,8.479465662476938,0.16666666666666666,13.333333333333334,42
necessity,8.479465662476938,0.16666666666666666,13.333333333333334,42
node,8.479465662476938,0.16666666666666666,13.333333333333334,42
adaptable,8.479219497265092,0.4166666666666667,15.333333333333334,51
post,8.464692040308368,2.5,54.333333333333336,193
investigate,8.457318601478146,10.5,157.0,597
news,8.450384922104544,3.5833333333333335,52.333333333333336,200
emergence,8.439319760799329,0.5833333333333334,23.0,76
multiple,8.439294001560155,6.0,88.33333333333333,337
talk,8.437983896685573,1.5,27.333333333333332,100
resolution,8.434677835007808,0.75,19.0,66
sound,8.419751077614857,0.5833333333333334,19.0,64
analytical,8.419751077614857,0.5833333333333334,19.0,64
success,8.414067176744727,1.9166666666666667,41.333333333333336,147
observe,8.402098634029137,1.75,27.0,102
become,8.399860959701245,7.25,111.0,420
store,8.392985242240409,1.5,34.0,120
expertise,8.373801098923876,1.25,29.0,102
societal,8.369107001852209,0.4166666666666667,16.0,53
usage,8.368369996939679,5.5,93.0,345
api,8.358214018323409,3.5,64.33333333333333,235
especially,8.353048664138429,4.166666666666667,71.66666666666667,265
administrative,8.34804471655317,1.0,25.333333333333332,88
produce,8.333677338204756,2.5833333333333335,51.666666666666664,186
cai,8.333333333333334,0.0,8.333333333333334,25
differential privacy,8.333333333333334,0.0,8.333333333333334,25
3d object,8.333333333333334,0.0,8.333333333333334,25
density,8.333333333333334,0.0,8.333333333333334,25
heterogeneity,8.333333333333334,0.0,8.333333333333334,25
indispensable,8.333333333333334,0.0,8.333333333333334,25
guardrail,8.333333333333334,0.0,8.333333333333334,25
shopping,8.323817905342809,2.4166666666666665,39.666666666666664,148
descriptive,8.317152866106046,0.4166666666666667,16.666666666666668,55
likert,8.306424965364805,0.5,16.0,54
label,8.285264029227001,1.4166666666666667,32.0,113
impair,8.284700628848713,0.9166666666666666,23.333333333333332,81
tracking,8.280619792359262,0.75,18.666666666666668,65
derive,8.272416393747884,1.4166666666666667,25.333333333333332,93
industrial,8.269017215595293,2.1666666666666665,45.0,161
gratification,8.26479564570537,0.16666666666666666,13.0,41
rapidly evolve,8.26479564570537,0.16666666666666666,13.0,41
economic social,8.262523120105094,0.6666666666666666,18.666666666666668,64
ultimately,8.260286897188028,1.0833333333333333,27.333333333333332,95
profile,8.253613628388097,1.75,46.0,159
change,8.252441825101602,9.083333333333334,128.33333333333334,494
contextually relevant,8.246060863044843,0.25,15.333333333333334,49
trade,8.246060863044843,0.25,15.333333333333334,49
museum,8.24255664064219,2.9166666666666665,49.0,182
compute,8.235279527304593,2.9166666666666665,44.0,167
index,8.235126442693351,0.5833333333333334,18.0,61
streaming,8.232244549240399,0.3333333333333333,17.666666666666668,57
therapeutic,8.228596297569597,1.1666666666666667,22.333333333333332,81
consumption,8.226351773864712,0.9166666666666666,24.333333333333332,84
commercial,8.222222222222223,1.0,25.666666666666668,89
alert,8.212269241877259,0.3333333333333333,14.666666666666666,48
medical education,8.199508618789444,0.25,12.0,39
precision recall,8.199508618789444,0.25,12.0,39
semi structured,8.179541914273084,1.75,30.0,111
gui,8.169909595347756,1.4166666666666667,30.0,107
fintech,8.168550654266785,0.75,21.0,72
relate,8.162112766409937,7.583333333333333,117.33333333333333,443
positively,8.1531704772783,1.9166666666666667,33.0,122
constrain,8.142189456938997,0.5,18.333333333333332,61
progress,8.137154644779482,2.1666666666666665,36.0,134
safeguard,8.134949855081102,0.16666666666666666,11.333333333333334,36
type,8.125966901128294,7.583333333333333,97.0,382
python,8.118573868829346,0.6666666666666666,21.333333333333332,72
motion,8.105000560826113,0.5,17.666666666666668,59
problem,8.094956321187263,9.666666666666666,126.33333333333333,495
audio,8.094330820679748,2.5833333333333335,52.666666666666664,189
promise,8.092662253974563,2.5,49.333333333333336,178
physical,8.091194451510681,4.333333333333333,65.0,247
engaging,8.081867959481073,1.5833333333333333,33.333333333333336,119
predict,8.076342181169514,3.0833333333333335,51.333333333333336,191
discourse,8.061240470225858,0.5833333333333334,16.333333333333332,56
novelty,8.056286145479845,0.6666666666666666,17.0,59
supervise,8.050570191714405,0.6666666666666666,22.0,74
oversight,8.0501256289338,0.16666666666666666,12.666666666666666,40
student perception,8.0501256289338,0.16666666666666666,12.666666666666666,40
prospect,8.0501256289338,0.16666666666666666,12.666666666666666,40
negative,8.038298986961541,3.4166666666666665,53.666666666666664,202
connection,8.036034708086195,1.0833333333333333,24.666666666666668,87
remote,8.03216524886866,1.6666666666666667,36.0,128
joint,8.030489855535984,0.08333333333333333,10.333333333333334,32
station,8.030489855535984,0.08333333333333333,10.333333333333334,32
advocate,8.030489855535984,0.08333333333333333,10.333333333333334,32
client,8.02964443912402,1.5833333333333333,32.666666666666664,117
mode,8.018049889464287,2.5,43.333333333333336,160
culture,8.015134319652207,0.8333333333333334,22.666666666666668,78
accident,8.0,0.0,8.0,24
imagery,8.0,0.0,8.0,24
compare baseline,8.0,0.0,8.0,24
overhead,8.0,0.0,8.0,24
claude,8.0,0.0,8.0,24
cognitive effort,8.0,0.0,8.0,24
drift,8.0,0.0,8.0,24
screen reader,8.0,0.0,8.0,24
erp,8.0,0.0,8.0,24
stock,8.0,0.0,8.0,24
suboptimal,8.0,0.0,8.0,24
structure query,8.0,0.0,8.0,24
eye,8.0,1.0,25.0,87
dark pattern,8.0,0.0,8.0,24
correction,7.998711329505982,0.4166666666666667,17.333333333333332,57
practitioner,7.995574276554843,2.0,45.0,159
elevate,7.993133875623053,0.25,13.0,42
mark,7.993133875623053,0.25,13.0,42
openai,7.991885574759329,1.3333333333333333,44.666666666666664,150
professional,7.969747100433501,5.833333333333333,103.66666666666667,381
distinguish,7.966898445206764,0.25,11.666666666666666,38
federate,7.965481289700323,0.6666666666666666,24.0,80
acceptance,7.964597914925602,7.0,107.33333333333333,406
perspective,7.947315586210603,6.666666666666667,112.66666666666667,418
line,7.94327339289251,1.8333333333333333,31.0,115
repair,7.937352786179294,0.5833333333333334,21.666666666666668,72
social,7.936313695419364,34.25,411.3333333333333,1645
inform,7.920843337046466,3.3333333333333335,53.333333333333336,200
stream,7.91990629177686,0.5833333333333334,17.333333333333332,59
positive,7.914304443673226,8.75,120.66666666666667,467
building,7.913157252521081,2.6666666666666665,44.666666666666664,166
translate,7.907327257429657,0.9166666666666666,20.666666666666668,73
utilization,7.90650894745042,1.5,26.333333333333332,97
heuristic,7.904880401546409,1.75,31.333333333333332,115
willingness,7.898439288174012,0.5,19.333333333333332,64
click,7.892115531048828,0.16666666666666666,11.0,35
define,7.891230208623843,2.6666666666666665,38.333333333333336,147
switch,7.875557753886656,0.4166666666666667,13.333333333333334,45
encourage,7.854336050421517,1.4166666666666667,29.666666666666668,106
construction,7.85168869984746,1.3333333333333333,24.333333333333332,89
embody,7.851335616470302,1.5,30.0,108
scene,7.846238919901408,0.75,24.0,81
display,7.830329418445055,1.5833333333333333,31.666666666666668,114
chapter,7.826264368876461,2.5,55.0,195
computation,7.816040318708044,0.5833333333333334,14.333333333333334,50
independent,7.816040318708044,0.5833333333333334,14.333333333333334,50
acquisition,7.811236385734063,1.4166666666666667,24.0,89
appearance,7.801547209326384,0.3333333333333333,13.0,43
contrastive,7.798989873223331,0.6666666666666666,21.333333333333332,72
respond,7.796610248932981,3.0,46.666666666666664,176
rich,7.790351066797212,1.75,30.666666666666668,113
facilitate,7.785608934061745,5.583333333333333,119.0,424
session,7.784646441372862,2.6666666666666665,37.666666666666664,145
situational,7.784163055345327,0.25,12.666666666666666,41
wellness,7.784163055345327,0.25,12.666666666666666,41
modelling,7.77768907385606,1.5833333333333333,28.0,103
unified,7.770397393861299,0.8333333333333334,22.0,76
readiness,7.769335713892537,0.08333333333333333,10.0,31
reservation,7.769335713892537,0.08333333333333333,10.0,31
pivotal role,7.769335713892537,0.08333333333333333,10.0,31
intricate,7.769335713892537,0.08333333333333333,10.0,31
probability,7.769335713892537,0.08333333333333333,10.0,31
engage,7.7658536960236235,7.416666666666667,108.66666666666667,415
medicine,7.757307363707295,0.6666666666666666,17.0,59
summary,7.75688782126909,1.0,30.0,102
wearable,7.735824237049106,1.4166666666666667,26.0,95
logistic,7.721300436057038,0.4166666666666667,14.0,47
ambiguity,7.721300436057038,0.4166666666666667,14.0,47
activity,7.719458535281465,6.666666666666667,80.66666666666667,322
test,7.699775849665156,12.583333333333334,161.33333333333334,635
entity,7.695963249895932,1.3333333333333333,26.333333333333332,95
estimation,7.685618085521857,0.5,17.333333333333332,58
difference,7.685381068648793,4.416666666666667,65.66666666666667,250
partial least,7.683491178589491,0.4166666666666667,16.666666666666668,55
critical thinking,7.683491178589491,0.4166666666666667,16.666666666666668,55
medication,7.683491178589491,0.4166666666666667,16.666666666666668,55
comment,7.681236775409579,1.9166666666666667,43.0,152
steam,7.666666666666667,0.0,7.666666666666667,23
knn,7.666666666666667,0.0,7.666666666666667,23
clinical practice,7.666666666666667,0.0,7.666666666666667,23
journale,7.666666666666667,0.0,7.666666666666667,23
lora,7.666666666666667,0.0,7.666666666666667,23
frontend,7.666666666666667,0.0,7.666666666666667,23
bayesian,7.666666666666667,0.0,7.666666666666667,23
fluency,7.666666666666667,0.0,7.666666666666667,23
retrieval knowledge,7.666666666666667,0.0,7.666666666666667,23
point interest,7.666666666666667,0.0,7.666666666666667,23
happiness,7.666666666666667,0.0,7.666666666666667,23
narration,7.666666666666667,0.0,7.666666666666667,23
artist,7.666666666666667,0.0,7.666666666666667,23
progressive,7.666666666666667,0.0,7.666666666666667,23
perplexity,7.666666666666667,0.0,7.666666666666667,23
apparel brand,7.666666666666667,0.0,7.666666666666667,23
run,7.664387621765084,0.75,17.333333333333332,61
encoder,7.661461359018559,1.25,20.666666666666668,77
telecommunication,7.654091247238464,0.5,14.0,48
efficiently,7.645430265155492,1.25,28.666666666666668,101
public,7.635726848110778,9.166666666666666,119.33333333333333,468
minimal,7.626560553406031,0.5833333333333334,14.0,49
fundamental,7.6241035201417375,0.6666666666666666,23.0,77
educational institution,7.620785595390665,0.16666666666666666,12.0,38
nutritional,7.620785595390665,0.16666666666666666,12.0,38
efl,7.620785595390665,0.16666666666666666,12.0,38
project,7.617057278940005,7.25,105.0,402
consistency,7.614033982733438,1.0,31.666666666666668,107
body,7.613099818524517,1.0833333333333333,19.666666666666668,72
difficulty,7.606693529067571,1.8333333333333333,30.0,112
pain,7.598994968529596,0.3333333333333333,16.333333333333332,53
daily,7.582387565696182,3.75,55.666666666666664,212
widely,7.57609714395797,2.0,33.333333333333336,124
collection,7.576052948189394,2.9166666666666665,47.666666666666664,178
plant,7.5751922350676,0.25,12.333333333333334,40
innovative solution,7.5751922350676,0.25,12.333333333333334,40
contrast,7.547547277979579,1.0,23.0,81
literature,7.540170579947603,9.25,124.66666666666667,485
systematically,7.5345944139881205,0.9166666666666666,21.666666666666668,76
us,7.531820670755025,0.4166666666666667,13.666666666666666,46
report,7.53085624545673,8.666666666666666,133.0,503
promote,7.526627326081306,5.0,79.0,297
consistently,7.525881103131245,0.4166666666666667,16.333333333333332,54
craft,7.52192098955767,0.4166666666666667,18.333333333333332,60
component,7.5142905851016035,5.916666666666667,77.66666666666667,304
yet,7.512400575198403,1.5833333333333333,30.0,109
old,7.50890840876996,3.8333333333333335,57.0,217
inadequate,7.508181572249089,0.08333333333333333,9.666666666666666,30
algorithmic bias,7.508181572249089,0.08333333333333333,9.666666666666666,30
mediation,7.508181572249089,0.08333333333333333,9.666666666666666,30
highly,7.506925541676735,2.4166666666666665,40.333333333333336,150
restaurant,7.501678098041406,0.25,11.0,36
coherent,7.501678098041406,0.25,11.0,36
pre,7.494203485927695,3.9166666666666665,78.33333333333333,282
implement,7.493603486175018,7.583333333333333,86.0,349
material,7.490213498856016,1.5833333333333333,44.0,151
expect,7.481516338409437,1.75,27.333333333333332,103
workplace,7.476834218399749,0.9166666666666666,20.0,71
quantify,7.475850348812552,0.3333333333333333,11.333333333333334,38
safe,7.474113423176502,1.3333333333333333,25.333333333333332,92
even,7.474104324655555,2.8333333333333335,40.333333333333336,155
social presence,7.47314158939332,1.5,30.0,108
competence,7.469295199964799,1.5,24.666666666666668,92
textual,7.462284676906319,1.5833333333333333,35.333333333333336,125
internal,7.457122493567328,0.75,16.333333333333332,58
website,7.4414320239751195,5.25,84.33333333333333,316
young,7.435185072514714,3.6666666666666665,57.666666666666664,217
bank,7.432590814514617,1.0833333333333333,27.333333333333332,95
fast,7.416980454161981,2.0833333333333335,40.0,145
likert scale,7.413260990594395,0.5,14.333333333333334,49
vocabulary,7.413260990594395,0.5,14.333333333333334,49
forecast,7.413260990594395,0.5,14.333333333333334,49
timely,7.407683250397169,0.5,15.0,51
simultaneously,7.406446882984285,0.16666666666666666,10.333333333333334,33
blend,7.406446882984285,0.16666666666666666,10.333333333333334,33
mediate,7.395976213492075,1.9166666666666667,32.0,119
artifact,7.389744276190837,0.8333333333333334,16.666666666666668,60
logic,7.3819782734728765,0.4166666666666667,18.0,59
equip,7.377633635913826,0.6666666666666666,15.0,53
field,7.369198761616752,9.166666666666666,136.0,518
scoring,7.366221414789873,0.25,12.0,39
predominantly,7.366221414789873,0.25,12.0,39
graduate,7.366221414789873,0.25,12.0,39
least,7.34712147461279,1.5833333333333333,31.666666666666668,114
stack,7.342340905453012,0.4166666666666667,13.333333333333334,45
theme,7.340094643340693,2.5,44.333333333333336,163
browser,7.3348939168520415,0.25,13.666666666666666,44
handle complex,7.333333333333333,0.0,7.333333333333333,22
step step,7.333333333333333,0.0,7.333333333333333,22
terminology,7.333333333333333,0.0,7.333333333333333,22
spark,7.333333333333333,0.0,7.333333333333333,22
extended reality,7.333333333333333,0.0,7.333333333333333,22
interactive narrative,7.333333333333333,0.0,7.333333333333333,22
resume,7.333333333333333,0.0,7.333333333333333,22
concern privacy,7.333333333333333,0.0,7.333333333333333,22
poetry,7.333333333333333,0.0,7.333333333333333,22
build trust,7.333333333333333,0.0,7.333333333333333,22
heighten,7.333333333333333,0.0,7.333333333333333,22
ctr,7.333333333333333,0.0,7.333333333333333,22
7b,7.333333333333333,0.0,7.333333333333333,22
emotional attachment,7.333333333333333,0.0,7.333333333333333,22
networking,7.333333333333333,0.0,7.333333333333333,22
manufacturability,7.333333333333333,0.0,7.333333333333333,22
compression,7.333333333333333,0.0,7.333333333333333,22
robotic,7.333214812841189,2.25,41.0,150
measure,7.325327515709711,8.083333333333334,97.33333333333333,389
vital,7.305272291746632,0.9166666666666666,22.666666666666668,79
wide range,7.297611851993696,0.75,16.0,57
visually impair,7.295829236241181,0.6666666666666666,20.0,68
ml,7.286477351605062,2.0833333333333335,41.333333333333336,149
topic modeling,7.269067924458727,0.25,10.666666666666666,35
miss,7.265837153585754,0.4166666666666667,12.333333333333334,42
facial,7.264530961970726,1.25,30.333333333333332,106
ethical consideration,7.2623972578520055,1.0833333333333333,32.333333333333336,110
efficacy,7.25970921281987,2.75,48.666666666666664,179
patient,7.258229006222708,13.083333333333334,174.66666666666666,681
quantum,7.257354213751997,0.3333333333333333,13.0,43
co creation,7.255632945835782,2.0833333333333335,37.666666666666664,138
cluster,7.251938595226947,1.5833333333333333,27.666666666666668,102
determinant,7.247027430605645,0.08333333333333333,9.333333333333334,29
query search,7.247027430605645,0.08333333333333333,9.333333333333334,29
dark,7.247027430605645,0.08333333333333333,9.333333333333334,29
computing education,7.247027430605645,0.08333333333333333,9.333333333333334,29
tuned,7.247027430605645,0.08333333333333333,9.333333333333334,29
search search,7.247027430605645,0.08333333333333333,9.333333333333334,29
dall,7.247027430605645,0.08333333333333333,9.333333333333334,29
photo,7.247027430605645,0.08333333333333333,9.333333333333334,29
